,state_entry,term,school_name,t_class,t_title,t_level,t_mingrade,gt_class,gt_title,gt_ch
0,Alabama,Fall 2021,Alabama Agric Mech University,ART  101,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,2.0
1,Alabama,Fall 2021,Alabama Agric Mech University,BIO  101,Transfer Course,Undergraduate,C,BIOL  1XXX,Biology Elective (Non-Lab Sci),3.0
2,Alabama,Fall 2021,Alabama Agric Mech University,BIO  103,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
3,Alabama,Fall 2021,Alabama Agric Mech University,BIO  103L,Transfer Course,Undergraduate,C,BIOL  1510,Biological Principles,4.0
4,Alabama,Fall 2021,Alabama Agric Mech University,CE  101,Transfer Course,Undergraduate,C,FREE  1XXX,Free Elective,3.0
5,Alabama,Fall 2021,Alabama Agric Mech University,CHE  101,General Chemistry I,Undergraduate,C,ET  LAB,Credit Awarded w/CHE 101L,0.0
6,Alabama,Fall 2021,Alabama Agric Mech University,CHE  101L,General Chemistry Lab I,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
7,Alabama,Fall 2021,Alabama Agric Mech University,CHE  102,General Chemistry II,Undergraduate,C,ET  LAB,Credit Awarded w/CHE 102L,0.0
8,Alabama,Fall 2021,Alabama Agric Mech University,CHE  102L,General Chemistry Lab II,Undergraduate,C,CHEM  1212K,Chemical Principles II,4.0
9,Alabama,Fall 2021,Alabama Agric Mech University,CHE  103L,Transfer Course,Undergraduate,C,CHEM  1XXX,Chemistry Elective,4.0
10,Alabama,Fall 2021,Alabama Agric Mech University,CHE  201,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
11,Alabama,Fall 2021,Alabama Agric Mech University,CHE  201L,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
12,Alabama,Fall 2021,Alabama Agric Mech University,CHE  202,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
13,Alabama,Fall 2021,Alabama Agric Mech University,CHE  202L,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
14,Alabama,Fall 2021,Alabama Agric Mech University,CHE  301,Transfer Course,Undergraduate,C,CHEM  2311,Organic Chemistry I,3.0
15,Alabama,Fall 2021,Alabama Agric Mech University,CHE  302,Transfer Course,Undergraduate,C,CHEM  2312,Organic Chemistry II,3.0
16,Alabama,Fall 2021,Alabama Agric Mech University,CHE  401,Transfer Course,Undergraduate,C,CHEM  3411,Physical Chemistry I,3.0
17,Alabama,Fall 2021,Alabama Agric Mech University,CHE  402,Transfer Course,Undergraduate,C,CHEM  3412,Physical Chemistry II,3.0
18,Alabama,Fall 2021,Alabama Agric Mech University,CHEL  301,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
19,Alabama,Fall 2021,Alabama Agric Mech University,CMP  102,Transfer Course,Undergraduate,C,CS  18XX,Transfer C Language,3.0
20,Alabama,Fall 2021,Alabama Agric Mech University,CMP  102L,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
21,Alabama,Fall 2021,Alabama Agric Mech University,ECO  200,Transfer Course,Undergraduate,C,ECON  2106,Prin of Microeconomics,3.0
22,Alabama,Fall 2021,Alabama Agric Mech University,ECO  2000,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
23,Alabama,Fall 2021,Alabama Agric Mech University,EE  101,Transfer Course,Undergraduate,C,FREE  1XXX,Free Elective,3.0
24,Alabama,Fall 2021,Alabama Agric Mech University,EE  201,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
25,Alabama,Fall 2021,Alabama Agric Mech University,EE  201L,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
26,Alabama,Fall 2021,Alabama Agric Mech University,EE  202,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
27,Alabama,Fall 2021,Alabama Agric Mech University,EE  203,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
28,Alabama,Fall 2021,Alabama Agric Mech University,EE  203L,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
29,Alabama,Fall 2021,Alabama Agric Mech University,EE  204,Transfer Course,Undergraduate,C,ECE  2030,Intro to Computer Engr,3.0
30,Alabama,Fall 2021,Alabama Agric Mech University,EE  301,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
31,Alabama,Fall 2021,Alabama Agric Mech University,EE  304,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
32,Alabama,Fall 2021,Alabama Agric Mech University,EE  304L,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
33,Alabama,Fall 2021,Alabama Agric Mech University,EGC  101,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
34,Alabama,Fall 2021,Alabama Agric Mech University,EGC  104,Transfer Course,Undergraduate,C,CS  1371,Computing for Engineers,3.0
35,Alabama,Fall 2021,Alabama Agric Mech University,EGC  205,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
36,Alabama,Fall 2021,Alabama Agric Mech University,ENG  100L,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
37,Alabama,Fall 2021,Alabama Agric Mech University,ENG  101,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
38,Alabama,Fall 2021,Alabama Agric Mech University,ENG  102,Transfer Course,Undergraduate,C,ENGL  1102,English Composiiton II,3.0
39,Alabama,Fall 2021,Alabama Agric Mech University,ENG  203,Transfer Course,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
40,Alabama,Fall 2021,Alabama Agric Mech University,ENG  204,Transfer Course,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
41,Alabama,Fall 2021,Alabama Agric Mech University,ENG  205,Transfer Course,Undergraduate,C,FREE  2XXX,Free Elective,2.0
42,Alabama,Fall 2021,Alabama Agric Mech University,HED  101,Transfer Course,Undergraduate,C,HPS  1040,Health,2.0
43,Alabama,Fall 2021,Alabama Agric Mech University,HIS  101,Transfer Course,Undergraduate,C,SS  3XXX,Social Science Elective,3.0
44,Alabama,Fall 2021,Alabama Agric Mech University,HIS  102,Transfer Course,Undergraduate,C,SS  3XXX,Social Science Elective,3.0
45,Alabama,Fall 2021,Alabama Agric Mech University,HIS  203,Transfer Course,Undergraduate,C,INTA  1200,American Government,3.0
46,Alabama,Fall 2021,Alabama Agric Mech University,MATH  T122,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
47,Alabama,Fall 2021,Alabama Agric Mech University,MDT  111L,Transfer Course,Undergraduate,C,FREE  1XXXX,Free Elective,3.0
48,Alabama,Fall 2021,Alabama Agric Mech University,MET  206,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
49,Alabama,Fall 2021,Alabama Agric Mech University,MET  331L,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
50,Alabama,Fall 2021,Alabama Agric Mech University,MTH  112,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
51,Alabama,Fall 2021,Alabama Agric Mech University,MTH  115,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
52,Alabama,Fall 2021,Alabama Agric Mech University,MTH  121,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
53,Alabama,Fall 2021,Alabama Agric Mech University,MTH  125,Transfer Course,Undergraduate,C,MATH  1551,Differential Calculus,2.0
54,Alabama,Fall 2021,Alabama Agric Mech University,MTH  125,Transfer Course,Undergraduate,C,MATH  1XXX,Mathematics Elective,2.0
55,Alabama,Fall 2021,Alabama Agric Mech University,MTH  126,Transfer Course,Undergraduate,C,MATH  1552,Integral Calculus,4.0
56,Alabama,Fall 2021,Alabama Agric Mech University,MTH  171,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
57,Alabama,Fall 2021,Alabama Agric Mech University,MTH  172,Transfer Course,Undergraduate,C,MATH  1552,Integral Calculus,4.0
58,Alabama,Fall 2021,Alabama Agric Mech University,MTH  201,Transfer Course,Undergraduate,C,MATH  2401,Calculus III,4.0
59,Alabama,Fall 2021,Alabama Agric Mech University,MTH  227,Transfer Course,Undergraduate,C,MATH  2401,Calculus III,4.0
60,Alabama,Fall 2021,Alabama Agric Mech University,MTH  237,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
61,Alabama,Fall 2021,Alabama Agric Mech University,MTH  238,Transfer Course,Undergraduate,C,MATH  24X3,Transfer Diff Equations,3.0
62,Alabama,Fall 2021,Alabama Agric Mech University,MTH  453,Transfer Course,Undergraduate,C,MATH  3215,Probability & Statistics,3.0
63,Alabama,Fall 2021,Alabama Agric Mech University,MUS  101,Transfer Course,Undergraduate,C,MUSI  3610,Composers 1500-1800,2.0
64,Alabama,Fall 2021,Alabama Agric Mech University,MUS  101,Transfer Course,Undergraduate,C,FREE  3XXX,Free Elective,1.0
65,Alabama,Fall 2021,Alabama Agric Mech University,ORI  101,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
66,Alabama,Fall 2021,Alabama Agric Mech University,PED  103,Transfer Course,Undergraduate,C,HPS  1XXX,Hlth & Perf Sci Elective,1.0
67,Alabama,Fall 2021,Alabama Agric Mech University,PED  109,Transfer Course,Undergraduate,C,HPS  1XXX,Health&Perform Sci Elect,2.0
68,Alabama,Fall 2021,Alabama Agric Mech University,PED  111,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
69,Alabama,Fall 2021,Alabama Agric Mech University,PED  113,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
70,Alabama,Fall 2021,Alabama Agric Mech University,PED  140,Transfer Course,Undergraduate,C,HPS  1XXX,Health&Perform Sci Elect,2.0
71,Alabama,Fall 2021,Alabama Agric Mech University,PHL  201,Transfer Course,Undergraduate,C,PHIL  2010,Intro Philosophy,3.0
72,Alabama,Fall 2021,Alabama Agric Mech University,PHY  105,Transfer Course,Undergraduate,C,PHYS  2211,Intro Physics I,4.0
73,Alabama,Fall 2021,Alabama Agric Mech University,PHY  106,Transfer Course,Undergraduate,C,PHYS  2212,Intro Physics II,4.0
74,Alabama,Fall 2021,Alabama Agric Mech University,PSY  201,Transfer Course,Undergraduate,C,PSYC  1101,General Psychology,3.0
75,Alabama,Fall 2021,Alabama Agric Mech University,SOC  201,Transfer Course,Undergraduate,C,SOC  1101,Intro to Sociology,3.0
76,Alabama,Fall 2021,Alabama Agric Mech University,SPA  101,Transfer Course,Undergraduate,C,SPAN  1001,Elementary Spanish I,3.0
77,Alabama,Fall 2021,Alabama Agric Mech University,SPAN  101,Transfer Course,Undergraduate,C,SPAN  1001,Elementary Spanish I,3.0
78,Alabama,Fall 2021,Alabama Agric Mech University,TBC  102,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
79,Alabama,Fall 2021,Alabama Agric Mech University,TBC  201,Transfer Course,Undergraduate,C,LCC  3401,Technical Comm Practices,2.0
80,Alabama,Fall 2021,Alabama Agric Mech University,TBC  201,Transfer Course,Undergraduate,C,FREE  2XXX,Free Elective,1.0
81,Alabama,Fall 2021,Alabama Agric Mech University,TGC  217,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
82,Alabama,Fall 2021,Alabama Agric Mech University,TGC  218,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
83,Alabama,Fall 2021,Alabama Southern Comm Coll,BUS  271,Transfer Course,Undergraduate,C,MGT  2250,Management Statistics,3.0
84,Alabama,Fall 2021,Alabama Southern Comm Coll,CIS  146,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
85,Alabama,Fall 2021,Alabama Southern Comm Coll,HIS  121,Transfer Course,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
86,Alabama,Fall 2021,Alabama Southern Comm Coll,HIS  122,Transfer Course,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
87,Alabama,Fall 2021,Alabama State University,ART  131,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
88,Alabama,Fall 2021,Alabama State University,BIO  127,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded W/BIOL127,0.0
89,Alabama,Fall 2021,Alabama State University,BIO  128,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded W/BIOL 128,0.0
90,Alabama,Fall 2021,Alabama State University,BIOL  127,Transfer Course,Undergraduate,C,BIOL  1XXX,Biology Elective,4.0
91,Alabama,Fall 2021,Alabama State University,BIOL  128,Transfer Course,Undergraduate,C,BIOL  1XXX,Biology Elective,4.0
92,Alabama,Fall 2021,Alabama State University,CIS  205,Transfer Course,Undergraduate,C,CS  1301,Intro to Computing,3.0
93,Alabama,Fall 2021,Alabama State University,CMM  211,Transfer Course,Undergraduate,C,FREE  2XXX,Free Elective,3.0
94,Alabama,Fall 2021,Alabama State University,CMS  200,Transfer Course,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
95,Alabama,Fall 2021,Alabama State University,ECO  201,Transfer Course,Undergraduate,C,SS  2XXX,Social Science Elective,3.0
96,Alabama,Fall 2021,Alabama State University,ENG  129,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
97,Alabama,Fall 2021,Alabama State University,ENG  131,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
98,Alabama,Fall 2021,Alabama State University,ENG  132,Transfer Course,Undergraduate,C,ENGL  1102,English Composition II,3.0
99,Alabama,Fall 2021,Alabama State University,ENG  209,Transfer Course,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
100,Alabama,Fall 2021,Alabama State University,FLS  161,Transfer Course,Undergraduate,C,SPAN  1001,Elementary Spanish I,3.0
101,Alabama,Fall 2021,Alabama State University,GEO  206,Transfer Course,Undergraduate,C,FREE  2XXX,Free Elective,3.0
102,Alabama,Fall 2021,Alabama State University,MAT  136,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
103,Alabama,Fall 2021,Alabama State University,MAT  137,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
104,Alabama,Fall 2021,Alabama State University,MAT  265,Transfer Course,Undergraduate,C,MATH  1551,Differential Calculus,2.0
105,Alabama,Fall 2021,Alabama State University,MAT  265,Transfer Course,Undergraduate,C,MATH  1XXX,Mathematics Elective,2.0
106,Alabama,Fall 2021,Alabama State University,MAT  266,Transfer Course,Undergraduate,C,MATH  1552,Integral Calculus,4.0
107,Alabama,Fall 2021,Alabama State University,MUS  121,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
108,Alabama,Fall 2021,Alabama State University,ORI  100,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
109,Alabama,Fall 2021,Alabama State University,PSC  231,Transfer Course,Undergraduate,C,SCI  1XXX,Lab Science Elective,4.0
110,Alabama,Fall 2021,Alabama State University,PSC  232,Transfer Course,Undergraduate,C,SCI  2XXX,Lab Science Elective,4.0
111,Alabama,Fall 2021,Alabama State University,PSY  251,Transfer Course,Undergraduate,C,PSYC  1101,General Psychology,3.0
112,Alabama,Fall 2021,Alabama State University,SPE  205,Transfer Course,Undergraduate,C,FREE  2XXX,Free Elective,3.0
113,Alabama,Fall 2021,Athens State College,HUM  210,Transfer Course,Undergraduate,C,LMC  2XXX,"Lit,Comm&Culture Elective",3.0
114,Alabama,Fall 2021,Athens State College,MA  421,Transfer Course,Undergraduate,C,MATH  24X3,Transfer Diff Equations,3.0
115,Alabama,Fall 2021,Auburn Univ Montgomery,ACCT  2020,Intro to Managerial Accounting,Undergraduate,C,ACCT  2102,Accounting II,3.0
116,Alabama,Fall 2021,Auburn Univ Montgomery,BIOL  1010,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
117,Alabama,Fall 2021,Auburn Univ Montgomery,BIOL  1011,Transfer Course,Undergraduate,C,BIOL  1510,Biological Principles,4.0
118,Alabama,Fall 2021,Auburn Univ Montgomery,BIOL  1050,Intro to Environmental Biology,Undergraduate,C,ET  LAB,Credit Awarded w/BIOL 1051,0.0
119,Alabama,Fall 2021,Auburn Univ Montgomery,BIOL  1051,Intro Environmentl Biology Lab,Undergraduate,C,BIOL  1220,Biology of Sex & Death,4.0
120,Alabama,Fall 2021,Auburn Univ Montgomery,CHEM  1040,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
121,Alabama,Fall 2021,Auburn Univ Montgomery,CHEM  1041,Transfer Course,Undergraduate,C,CHEM  1310,General Chemistry,4.0
122,Alabama,Fall 2021,Auburn Univ Montgomery,CHEM  1100,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
123,Alabama,Fall 2021,Auburn Univ Montgomery,CHEM  1101,Transfer Course,Undergraduate,C,CHEM  1XXX,Chemistry Elective,4.0
124,Alabama,Fall 2021,Auburn Univ Montgomery,CHEM  1200,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
125,Alabama,Fall 2021,Auburn Univ Montgomery,CHEM  1201,Transfer Course,Undergraduate,C,CHEM  1310,General Chemistry,4.0
126,Alabama,Fall 2021,Auburn Univ Montgomery,COMM  1010,Transfer Course,Undergraduate,C,FREE  1XXX,Free Elective,3.0
127,Alabama,Fall 2021,Auburn Univ Montgomery,COOP  0002,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
128,Alabama,Fall 2021,Auburn Univ Montgomery,COOP  0003,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
129,Alabama,Fall 2021,Auburn Univ Montgomery,CS  120,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
130,Alabama,Fall 2021,Auburn Univ Montgomery,CSCI  1110,Introduction Computer Science,Undergraduate,C,CS  1301,Intro to Computing,3.0
131,Alabama,Fall 2021,Auburn Univ Montgomery,CSCI  2000,Structured Programming I,Undergraduate,C,CS  1301,Intro to Computing,3.0
132,Alabama,Fall 2021,Auburn Univ Montgomery,CSCI  2200,Discrete Structures,Undergraduate,C,CS  2050,Intro Discrete Math CS,3.0
133,Alabama,Fall 2021,Auburn Univ Montgomery,ECON  2010,Economics I (Micro),Undergraduate,C,ECON  2106,Prin of Microeconomics,3.0
134,Alabama,Fall 2021,Auburn Univ Montgomery,ECON  2020,Transfer Course,Undergraduate,C,ECON  2105,Prin of Macroeconomics,3.0
135,Alabama,Fall 2021,Auburn Univ Montgomery,EH  102,Transfer Course,Undergraduate,C,ENGL  1102,English Composition II,3.0
136,Alabama,Fall 2021,Auburn Univ Montgomery,EH  257,Transfer Course,Undergraduate,C,LCC  2208,American Culture I,3.0
137,Alabama,Fall 2021,Auburn Univ Montgomery,EH  258,Transfer Course,Undergraduate,C,LCC  2210,American Culture II,3.0
138,Alabama,Fall 2021,Auburn Univ Montgomery,ENGL  1010,English Composition I,Undergraduate,C,ENGL  1101,English Composition I,3.0
139,Alabama,Fall 2021,Auburn Univ Montgomery,ENGL  1017,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
140,Alabama,Fall 2021,Auburn Univ Montgomery,ENGL  1020,English Composition II,Undergraduate,C,ENGL  1102,English Composition II,3.0
141,Alabama,Fall 2021,Auburn Univ Montgomery,ENGL  1027,Transfer Course,Undergraduate,C,ENGL  1102,English Composition II,3.0
142,Alabama,Fall 2021,Auburn Univ Montgomery,ENGL  2200,Transfer Course,Undergraduate,C,LMC  2XXX,"Lit,Comm&Culture Elective",3.0
143,Alabama,Fall 2021,Auburn Univ Montgomery,ENGL  2570,Transfer Course,Undergraduate,C,LCC  2208,American Culture I,3.0
144,Alabama,Fall 2021,Auburn Univ Montgomery,ENGL  2580,Transfer Course,Undergraduate,C,LCC  2210,American Culture II,3.0
145,Alabama,Fall 2021,Auburn Univ Montgomery,ENGL  3030,Transfer Course,Undergraduate,C,LCC  3401,Technical Comm Practices,2.0
146,Alabama,Fall 2021,Auburn Univ Montgomery,ENGL  3030,Transfer Course,Undergraduate,C,FREE  3XXX,Free Electives,1.0
147,Alabama,Fall 2021,Auburn Univ Montgomery,FA  261,Transfer Course,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
148,Alabama,Fall 2021,Auburn Univ Montgomery,FREN  1010,Transfer Course,Undergraduate,C,FREN  1001,Elementary French I,3.0
149,Alabama,Fall 2021,Auburn Univ Montgomery,FREN  1010,Transfer Course,Undergraduate,C,FREE  1XXX,Free Elective,1.0
150,Alabama,Fall 2021,Auburn Univ Montgomery,FREN  1020,Transfer Course,Undergraduate,C,FREN  1002,Elementary French II,3.0
151,Alabama,Fall 2021,Auburn Univ Montgomery,FREN  1020,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,1.0
152,Alabama,Fall 2021,Auburn Univ Montgomery,HIST  1010,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
153,Alabama,Fall 2021,Auburn Univ Montgomery,HIST  1020,World History since 1648,Undergraduate,C,HTS  1XXX,"Hist,Tech & Soc Elective",3.0
154,Alabama,Fall 2021,Auburn Univ Montgomery,HY  102,Transfer Course,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
155,Alabama,Fall 2021,Auburn Univ Montgomery,INFO  2070,Introduction to MIS,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
156,Alabama,Fall 2021,Auburn Univ Montgomery,INR  181,Transfer Course,Undergraduate,C,RUSS  1001,Elementary Russian I,3.0
157,Alabama,Fall 2021,Auburn Univ Montgomery,INR  182,Transfer Course,Undergraduate,C,RUSS  1002,Elementary Russian II,3.0
158,Alabama,Fall 2021,Auburn Univ Montgomery,MATH  1100,Transfer Course,Undergraduate,C,MATH  17X1,Transfer Finite Math,3.0
159,Alabama,Fall 2021,Auburn Univ Montgomery,MATH  1610,Calculus I,Undergraduate,C,MATH  1551,Differential Calculus,2.0
160,Alabama,Fall 2021,Auburn Univ Montgomery,MATH  1610,Calculus I,Undergraduate,C,MATH  1XXX,Mathematics Elective,2.0
161,Alabama,Fall 2021,Auburn Univ Montgomery,MATH  1620,Calculus II,Undergraduate,C,MATH  1552,Integral Calculus,4.0
162,Alabama,Fall 2021,Auburn Univ Montgomery,MATH  2630,Transfer Course,Undergraduate,C,MATH  2401,Calculus III,4.0
163,Alabama,Fall 2021,Auburn Univ Montgomery,MATH  2660,Transfer Course,Undergraduate,C,MATH  1522,Linear Algebra for Calc,2.0
164,Alabama,Fall 2021,Auburn Univ Montgomery,MATH  2660,Transfer Course,Undergraduate,C,MATH  2XXX,Mathematics Elective,1.0
165,Alabama,Fall 2021,Auburn Univ Montgomery,MATH  2670,Transfer Course,Undergraduate,C,MGT  2250,Management Statistics,3.0
166,Alabama,Fall 2021,Auburn Univ Montgomery,MATH  2690,Transfer Course,Undergraduate,C,MATH  24X3,Transfer Diff Equations,3.0
167,Alabama,Fall 2021,Auburn Univ Montgomery,MATH  4210,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
168,Alabama,Fall 2021,Auburn Univ Montgomery,MATH  4230,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
169,Alabama,Fall 2021,Auburn Univ Montgomery,MATH  4300,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
170,Alabama,Fall 2021,Auburn Univ Montgomery,MATH  4310,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
171,Alabama,Fall 2021,Auburn Univ Montgomery,MATH  4320,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
172,Alabama,Fall 2021,Auburn Univ Montgomery,MATH  4670,Transfer Course,Undergraduate,C,CEE  3770,Statistics & Applications,3.0
173,Alabama,Fall 2021,Auburn Univ Montgomery,MATH  4950,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
174,Alabama,Fall 2021,Auburn Univ Montgomery,MATH  4970,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
175,Alabama,Fall 2021,Auburn Univ Montgomery,MH  112,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
176,Alabama,Fall 2021,Auburn Univ Montgomery,MH  155,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
177,Alabama,Fall 2021,Auburn Univ Montgomery,MH  161,Transfer Course,Undergraduate,C,MATH  1XXX,Mathematics Elective,3.0
178,Alabama,Fall 2021,Auburn Univ Montgomery,MH  162,Transfer Course,Undergraduate,C,MATH  1551,Differential Calculus,2.0
179,Alabama,Fall 2021,Auburn Univ Montgomery,MH  162,Transfer Course,Undergraduate,C,MATH  1XXX,Mathematics Elective,3.0
180,Alabama,Fall 2021,Auburn Univ Montgomery,MNGT  2410,Legal Environment of Business,Undergraduate,C,MGT  2106,Legal Aspects-Business,3.0
181,Alabama,Fall 2021,Auburn Univ Montgomery,MUSI  2110,Music Appreciation,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
182,Alabama,Fall 2021,Auburn Univ Montgomery,PG  211,Transfer Course,Undergraduate,C,PSYC  1101,General Psychology,3.0
183,Alabama,Fall 2021,Auburn Univ Montgomery,PHED  1013,Transfer Course,Undergraduate,C,HPS  1XXX,Health & Perform Sci,2.0
184,Alabama,Fall 2021,Auburn Univ Montgomery,PHED  1593,Transfer Course,Undergraduate,C,HPS  1XXX,Health & Perform Sci Elective,2.0
185,Alabama,Fall 2021,Auburn Univ Montgomery,PHYS  2100,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
186,Alabama,Fall 2021,Auburn Univ Montgomery,PHYS  2101,Transfer Course,Undergraduate,C,PHYS  2211,Intro Physics I,4.0
187,Alabama,Fall 2021,Auburn Univ Montgomery,PHYS  2200,General Physics II,Undergraduate,C,ET  LAB,Credit Awarded w/PHYS 2201,0.0
188,Alabama,Fall 2021,Auburn Univ Montgomery,PHYS  2201,General Physics II Lab,Undergraduate,C,PHYS  2212,Intro Physics II,4.0
189,Alabama,Fall 2021,Auburn Univ Montgomery,POLS  2020,Transfer Course,Undergraduate,C,POL  1101,Government of the U.S.,3.0
190,Alabama,Fall 2021,Auburn Univ Montgomery,PS  210,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
191,Alabama,Fall 2021,Auburn Univ Montgomery,PS  210L,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
192,Alabama,Fall 2021,Auburn Univ Montgomery,PSYC  2110,General Intro Psychology,Undergraduate,C,PSYC  1101,General Psychology,3.0
193,Alabama,Fall 2021,Auburn Univ Montgomery,PSYC  2120,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
194,Alabama,Fall 2021,Auburn Univ Montgomery,PSYC  2193,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
195,Alabama,Fall 2021,Auburn Univ Montgomery,PSYC  3123,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
