,state_entry,term,school_name,t_class,t_title,t_level,t_mingrade,gt_class,gt_title,gt_ch
12023,Connecticut,Fall 2021,Manchester Comm College - CT,MAT*  B138,Intermediate Algebra A Mod App,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12024,Connecticut,Fall 2021,Manchester Comm College - CT,MAT*  B172,College Algebra,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12025,Connecticut,Fall 2021,Manchester Comm College - CT,MAT*  B186,Precalculus,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12026,Connecticut,Fall 2021,Manchester Comm College - CT,MAT*  B254,Calculus I,Undergraduate,C,MATH  1551,Differential Calculus,2.0
12027,Connecticut,Fall 2021,Manchester Comm College - CT,MAT*  B254,Calculus I,Undergraduate,C,MATH  2XXX,Mathematics Elective,2.0
12028,Connecticut,Fall 2021,Manchester Comm College - CT,MAT*  B256,Calculus II,Undergraduate,C,MATH  1552,Integral Calculus,4.0
12029,Connecticut,Fall 2021,Manchester Comm College - CT,MAT*  B268,Calculus III: Multivariable,Undergraduate,C,MATH  2551,Multivariable Calculus,4.0
12030,Connecticut,Fall 2021,Manchester Comm College - CT,MAT*  B274,Linear Algebra,Undergraduate,C,MATH  1553,Intro to Linear Algebra,2.0
12031,Connecticut,Fall 2021,Manchester Comm College - CT,MAT*  B274,Linear Algebra,Undergraduate,C,MATH  1XXX,Mathematics Elective,2.0
12032,Connecticut,Fall 2021,Manchester Comm College - CT,MAT*  B286,Differential Equations,Undergraduate,C,MATH  2552,Differential Equations,4.0
12033,Connecticut,Fall 2021,Manchester Comm College - CT,MATH  192,Transfer Course,Undergraduate,C,MATH  15X2,Transfer Calculus II,4.0
12034,Connecticut,Fall 2021,Manchester Comm College - CT,PHL*  B111,Ethics,Undergraduate,C,PHIL  3105,Ethical Theories,3.0
12035,Connecticut,Fall 2021,Manchester Comm College - CT,PHY  221,Transfer Course,Undergraduate,C,PHYS  2211,Intro Physics I,4.0
12036,Connecticut,Fall 2021,Manchester Comm College - CT,PHY  B221,Calculus-Based Physics I,Undergraduate,C,PHYS  2211,Intro Physics I,4.0
12037,Connecticut,Fall 2021,Manchester Comm College - CT,PHY  B222,Calculus-Based Physics II,Undergraduate,C,PHYS  2212,Intro Physics II,4.0
12038,Connecticut,Fall 2021,Manchester Comm College - CT,PSY*  B111,General Psychology I,Undergraduate,C,PSYC  1101,General Psychology,3.0
12039,Connecticut,Fall 2021,Manchester Comm College - CT,PSYC  111,Transfer Course,Undergraduate,C,PSYC  1101,General Psychology,3.0
12040,Connecticut,Fall 2021,Middlesex Community College,ANT  101,Introduction to Anthropology,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
12041,Connecticut,Fall 2021,Middlesex Community College,ANT  F101,Introduction to Anthropology,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
12042,Connecticut,Fall 2021,Middlesex Community College,ART  121,Two-Dimensional Design,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
12043,Connecticut,Fall 2021,Middlesex Community College,ART  F121,Two-Dimensional Design,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
12044,Connecticut,Fall 2021,Middlesex Community College,BIO  F121,Transfer Course,Undergraduate,C,BIOL  1XXX,Biology Elective (Lab-Sci),4.0
12045,Connecticut,Fall 2021,Middlesex Community College,CAD  110,Introduction to CAD,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
12046,Connecticut,Fall 2021,Middlesex Community College,CAD  F110,Introduction to CAD,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
12047,Connecticut,Fall 2021,Middlesex Community College,CHE  111,Concepts of Chemistry,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
12048,Connecticut,Fall 2021,Middlesex Community College,CHE  121,General Chemistry I,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
12049,Connecticut,Fall 2021,Middlesex Community College,CHE  122,Transfer Course,Undergraduate,C,CHEM  1212K,Chemical Principles II,4.0
12050,Connecticut,Fall 2021,Middlesex Community College,CHE  F111,Concepts of Chemistry,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
12051,Connecticut,Fall 2021,Middlesex Community College,CHE  F121,General Chemistry I,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
12052,Connecticut,Fall 2021,Middlesex Community College,CSE  101,Introduction to Computers,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
12053,Connecticut,Fall 2021,Middlesex Community College,CSE  F101,Introduction to Computers,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
12054,Connecticut,Fall 2021,Middlesex Community College,ENG  063,Writing: Intro to the Essay,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12055,Connecticut,Fall 2021,Middlesex Community College,ENG  101,Composition,Undergraduate,C,ENGL  1101,English Composition I,3.0
12056,Connecticut,Fall 2021,Middlesex Community College,ENG  110,Introduction to Literature,Undergraduate,C,ENGL  1102,English Composition II,3.0
12057,Connecticut,Fall 2021,Middlesex Community College,ENG  F063,Writing: Intro to the Essay,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12058,Connecticut,Fall 2021,Middlesex Community College,ENG  F101,Composition,Undergraduate,C,ENGL  1101,English Composition I,3.0
12059,Connecticut,Fall 2021,Middlesex Community College,ENG  F110,Introduction to Literature,Undergraduate,C,ENGL  1102,English Composition II,3.0
12060,Connecticut,Fall 2021,Middlesex Community College,HIS  101,Western Civilization I,Undergraduate,C,HTS  1XXX,"Hist,Tech & Soc Elective",3.0
12061,Connecticut,Fall 2021,Middlesex Community College,HIS  202,U.S. History II,Undergraduate,C,HIST  2112,United States since 1877,3.0
12062,Connecticut,Fall 2021,Middlesex Community College,HIS  F101,Western Civilization I,Undergraduate,C,HTS  1XXX,"Hist,Tech & Soc Elective",3.0
12063,Connecticut,Fall 2021,Middlesex Community College,HIS  F202,U.S. History II,Undergraduate,C,HIST  2112,United States since 1877,3.0
12064,Connecticut,Fall 2021,Middlesex Community College,HIST  201,Transfer Course,Undergraduate,C,HIST  2111,United States to 1977,3.0
12065,Connecticut,Fall 2021,Middlesex Community College,MAT  075,Prealgebra - Number Sense Geom,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12066,Connecticut,Fall 2021,Middlesex Community College,MAT  095,Elementary Algebra Foundations,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12067,Connecticut,Fall 2021,Middlesex Community College,MAT  186,Precalculus,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
12068,Connecticut,Fall 2021,Middlesex Community College,MAT  254,Calculus I,Undergraduate,C,MATH  1501,4 Hrs Awarded w/MAT 256,0.0
12069,Connecticut,Fall 2021,Middlesex Community College,MAT  256,Calculus II,Undergraduate,C,MATH  15X2,Transfer Calculus II,4.0
12070,Connecticut,Fall 2021,Middlesex Community College,MAT  F075,Prealgebra - Number Sense Geom,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12071,Connecticut,Fall 2021,Middlesex Community College,MAT  F095,Elementary Algebra Foundations,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12072,Connecticut,Fall 2021,Middlesex Community College,MAT  F186,Precalculus,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
12073,Connecticut,Fall 2021,Middlesex Community College,MAT  F254,Calculus I,Undergraduate,C,MATH  1501,4 Hrs Awarded w/MAT F256,0.0
12074,Connecticut,Fall 2021,Middlesex Community College,MAT  F256,Calculus II,Undergraduate,C,MATH  15X2,Transfer Calculus II,4.0
12075,Connecticut,Fall 2021,Middlesex Community College,MATH  254,Transfer Course,Undergraduate,C,MATH  1501,4 Hrs Awarded w/ MATH 256,4.0
12076,Connecticut,Fall 2021,Middlesex Community College,MATH  256,Transfer Course,Undergraduate,C,MATH  15X2,Transfer Calculus II`,4.0
12077,Connecticut,Fall 2021,Middlesex Community College,MATH  F212,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12078,Connecticut,Fall 2021,Middlesex Community College,SPA  202,Intermediate Spanish II,Undergraduate,C,SPAN  2002,Intermediate Spanish II,3.0
12079,Connecticut,Fall 2021,Mitchell College,CH  111-B,General College Chemistry I,Undergraduate,C,CHEM  1211K,4 Hrs Awarded w/CH 112-B,0.0
12080,Connecticut,Fall 2021,Mitchell College,CH  112-B,General College Chemistry II,Undergraduate,C,CHEM  1212K,4 Hrs Awarded w/CH 111-B,0.0
12081,Connecticut,Fall 2021,Naugatuck Valley Cmty College,ACC  H113,Prin of Financial Accounting,Undergraduate,C,ACCT  2101,Accounting I,3.0
12082,Connecticut,Fall 2021,Naugatuck Valley Cmty College,ACC  H117,Prin of Managerial Accounting,Undergraduate,C,ACCT  2102,Accounting II,3.0
12083,Connecticut,Fall 2021,Naugatuck Valley Cmty College,CHEM  H111,Concepts of Chemistry,Undergraduate,C,CHEM  1XXX,Chemistry Elective,4.0
12084,Connecticut,Fall 2021,Naugatuck Valley Cmty College,CHEM  H121,General Chemistry I,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
12085,Connecticut,Fall 2021,Naugatuck Valley Cmty College,CHEM  H122,General Chemistry II,Undergraduate,C,CHEM  1212K,Chemical Principles II,4.0
12086,Connecticut,Fall 2021,Naugatuck Valley Cmty College,COM  H173,Public Speaking,Undergraduate,C,FREE  1XXX,Free Elective,3.0
12087,Connecticut,Fall 2021,Naugatuck Valley Cmty College,ECN  H101,Principles of Macroeconomics,Undergraduate,C,ECON  2105,Prin of Macroeconomics,3.0
12088,Connecticut,Fall 2021,Naugatuck Valley Cmty College,ECN  H102,Principles of Microeconomics,Undergraduate,C,ECON  2106,Prin of Microeconomics,3.0
12089,Connecticut,Fall 2021,Naugatuck Valley Cmty College,ENG  H101,Composition,Undergraduate,C,ENGL  1101,English Composition I,3.0
12090,Connecticut,Fall 2021,Naugatuck Valley Cmty College,ENG  H102,Literature and Composition,Undergraduate,C,ENGL  1102,English Composition II,3.0
12091,Connecticut,Fall 2021,Naugatuck Valley Cmty College,HIS  H102,Western Civilization II,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
12092,Connecticut,Fall 2021,Naugatuck Valley Cmty College,MATH  H205,Transfer Course,Undergraduate,C,MATH  1501,Calculus I,4.0
12093,Connecticut,Fall 2021,Naugatuck Valley Cmty College,MUS  H101,Music History & Appreciation I,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
12094,Connecticut,Fall 2021,Naugatuck Valley Cmty College,MUS  H105,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12095,Connecticut,Fall 2021,Naugatuck Valley Cmty College,PSY  H111,General Psychology I,Undergraduate,C,PSYC  1101,General Psychology,3.0
12096,Connecticut,Fall 2021,Naugatuck Valley Cmty College,SOC  H101,Principles of Sociology,Undergraduate,C,SOC  1101,Intro to Sociology,3.0
12097,Connecticut,Fall 2021,Norwalk Community College,ARC  D106,Building Technology,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
12098,Connecticut,Fall 2021,Norwalk Community College,ART  D100,Art Appreciation,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
12099,Connecticut,Fall 2021,Norwalk Community College,BIO  D121,General Biology I,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
12100,Connecticut,Fall 2021,Norwalk Community College,CH  D101,General Chemistry I,Undergraduate,C,CHEM  1XXX,Chemistry Elective,4.0
12101,Connecticut,Fall 2021,Norwalk Community College,CH  D102,General Chemistry II,Undergraduate,C,CHEM  1310,General Chemistry,4.0
12102,Connecticut,Fall 2021,Norwalk Community College,CHE  121,General Chemistry I,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
12103,Connecticut,Fall 2021,Norwalk Community College,CHE  122,General Chemistry II,Undergraduate,C,CHEM  1212K,Chemical Principles II,4.0
12104,Connecticut,Fall 2021,Norwalk Community College,CHE  D121,General Chemistry I,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
12105,Connecticut,Fall 2021,Norwalk Community College,CHE  D122,General Chemistry II,Undergraduate,C,CHEM  1212K,Chemical Principles II,4.0
12106,Connecticut,Fall 2021,Norwalk Community College,CMP  D119,Introduction to Programming,Undergraduate,C,CS  1301,Intro to Computing,3.0
12107,Connecticut,Fall 2021,Norwalk Community College,CMP  D119,Introduction to Programming,Undergraduate,C,FREE  1XXX,Free Elective,1.0
12108,Connecticut,Fall 2021,Norwalk Community College,COL  D100,College Forum,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12109,Connecticut,Fall 2021,Norwalk Community College,CS  D093,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12110,Connecticut,Fall 2021,Norwalk Community College,CS  D095,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12111,Connecticut,Fall 2021,Norwalk Community College,CS  D097,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12112,Connecticut,Fall 2021,Norwalk Community College,CSC  D108,Introduction to Programming,Undergraduate,C,CS  1301,Intro to Computing,3.0
12113,Connecticut,Fall 2021,Norwalk Community College,CSC  D108,Introduction to Programming,Undergraduate,C,FREE  1XXX,Free Elective,1.0
12114,Connecticut,Fall 2021,Norwalk Community College,ECN  D101,Principles of Macroeconomics,Undergraduate,C,ECON  2105,Prin of Macroeconomics,3.0
12115,Connecticut,Fall 2021,Norwalk Community College,ECN  D102,Principles of Microeconomics,Undergraduate,C,ECON  2106,Prin of Microeconomics,3.0
12116,Connecticut,Fall 2021,Norwalk Community College,EGR  211,Engineering Statics,Undergraduate,C,COE  2001,Statics,2.0
12117,Connecticut,Fall 2021,Norwalk Community College,EGR  211,Engineering Statics,Undergraduate,C,FREE  1XXX,Free Elective,1.0
12118,Connecticut,Fall 2021,Norwalk Community College,EGR  212,Engineering Dynamics,Undergraduate,C,AE  2XXX,Aerospace Engr Elective,3.0
12119,Connecticut,Fall 2021,Norwalk Community College,EGR  D211,Engineering Statics,Undergraduate,C,COE  2001,Statics,2.0
12120,Connecticut,Fall 2021,Norwalk Community College,EGR  D211,Engineering Statics,Undergraduate,C,FREE  2XXX,Free Elective,1.0
12121,Connecticut,Fall 2021,Norwalk Community College,EGR  D212,Engineering Dynamics,Undergraduate,C,AE  2XXX,Aerospace Engr Elective,3.0
12122,Connecticut,Fall 2021,Norwalk Community College,ENG  101,Composition,Undergraduate,C,ENGL  1101,English Composition I,3.0
12123,Connecticut,Fall 2021,Norwalk Community College,ENG  102,Literature and Composition,Undergraduate,C,ENGL  1102,English Composition II,3.0
12124,Connecticut,Fall 2021,Norwalk Community College,ENG  D101,Composition,Undergraduate,C,ENGL  1101,English Composition I,3.0
12125,Connecticut,Fall 2021,Norwalk Community College,ENG  D102,Literature and Composition,Undergraduate,C,ENGL  1102,English Composition II,3.0
12126,Connecticut,Fall 2021,Norwalk Community College,FS  D101,Freshman Seminar,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12127,Connecticut,Fall 2021,Norwalk Community College,HI  D103,Transfer Course,Undergraduate,C,HTS  1031,Europe Since Renaissance,3.0
12128,Connecticut,Fall 2021,Norwalk Community College,HIS  D101,Western Civilization I,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
12129,Connecticut,Fall 2021,Norwalk Community College,HIS  D102,Western Civilization II,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
12130,Connecticut,Fall 2021,Norwalk Community College,HIS  D121,Western Civilization I,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
12131,Connecticut,Fall 2021,Norwalk Community College,HIS  D122,Western Civilization II,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
12132,Connecticut,Fall 2021,Norwalk Community College,HIS  D201,United States History I,Undergraduate,C,HIST  2111,United States to 1877,3.0
12133,Connecticut,Fall 2021,Norwalk Community College,HIS  D202,United States History II,Undergraduate,C,HIST  2112,United States since 1877,3.0
12134,Connecticut,Fall 2021,Norwalk Community College,HPE  D108,Strenth & Tone,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12135,Connecticut,Fall 2021,Norwalk Community College,ITA  D111,Elementary Italian I,Undergraduate,C,FREE  1XXX,Free Elective,4.0
12136,Connecticut,Fall 2021,Norwalk Community College,ITA  D112,Elementary Italian II,Undergraduate,C,HUM  1XXX,Humanities Elective,4.0
12137,Connecticut,Fall 2021,Norwalk Community College,MAT  254,Calculus I,Undergraduate,C,MATH  1551,Differential Calculus,2.0
12138,Connecticut,Fall 2021,Norwalk Community College,MAT  254,Calculus I,Undergraduate,C,MATH  1XXX,Mathematics Elective,2.0
12139,Connecticut,Fall 2021,Norwalk Community College,MAT  256,Calculus II,Undergraduate,C,MATH  1552,Integral Calculus,4.0
12140,Connecticut,Fall 2021,Norwalk Community College,MAT  268,Calculus III: Multivariable,Undergraduate,C,MATH  2551,Multivariable Calculus,4.0
12141,Connecticut,Fall 2021,Norwalk Community College,MAT  272,Linear Algebra,Undergraduate,C,MATH  1553,Intro to Linear Algebra,2.0
12142,Connecticut,Fall 2021,Norwalk Community College,MAT  272,Linear Algebra,Undergraduate,C,MATH  1XXX,Mathematics Elective,1.0
12143,Connecticut,Fall 2021,Norwalk Community College,MAT  285,Differential Equations,Undergraduate,C,MATH  2X52,Transfer Differential Equation,3.0
12144,Connecticut,Fall 2021,Norwalk Community College,MAT  D094,Introductory Algebra,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12145,Connecticut,Fall 2021,Norwalk Community College,MAT  D099,Introductory Algebra,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12146,Connecticut,Fall 2021,Norwalk Community College,MAT  D100,Intermediate Algebra,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12147,Connecticut,Fall 2021,Norwalk Community College,MAT  D120,College Algebra,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12148,Connecticut,Fall 2021,Norwalk Community College,MAT  D136,Intermediate Algebra,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12149,Connecticut,Fall 2021,Norwalk Community College,MAT  D167,Statistics I w/Technology,Undergraduate,C,MGT  2250,Management Statistics,3.0
12150,Connecticut,Fall 2021,Norwalk Community College,MAT  D172,College Algebra,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12151,Connecticut,Fall 2021,Norwalk Community College,MAT  D186,Pre-Calculus,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12152,Connecticut,Fall 2021,Norwalk Community College,MAT  D201,Statistics,Undergraduate,C,MGT  2250,Management Statistics,3.0
12153,Connecticut,Fall 2021,Norwalk Community College,MAT  D210,Calculus I,Undergraduate,C,MATH  1501,Calculus I,4.0
12154,Connecticut,Fall 2021,Norwalk Community College,MAT  D211,Calculus II,Undergraduate,C,MATH  15X2,Transfer Calculus II,4.0
12155,Connecticut,Fall 2021,Norwalk Community College,MAT  D212,Calculus III,Undergraduate,C,MATH  2401,Calculus III,4.0
12156,Connecticut,Fall 2021,Norwalk Community College,MAT  D213,Differential Equations,Undergraduate,C,MATH  24X3,Transfer Diff Equations,3.0
12157,Connecticut,Fall 2021,Norwalk Community College,MAT  D254,Calculus I,Undergraduate,C,MATH  1551,Differential Calculus,2.0
12158,Connecticut,Fall 2021,Norwalk Community College,MAT  D254,Calculus I,Undergraduate,C,MATH  1XXX,Mathematics Elective,2.0
12159,Connecticut,Fall 2021,Norwalk Community College,MAT  D256,Calculus II,Undergraduate,C,MATH  1552,Integral Calculus,4.0
12160,Connecticut,Fall 2021,Norwalk Community College,MAT  D268,Calculus III: Multivariable,Undergraduate,C,MATH  2551,Multivariable Calculus,4.0
12161,Connecticut,Fall 2021,Norwalk Community College,MAT  D272,Linear Algebra,Undergraduate,C,MATH  1553,Intro to Linear Algebra,2.0
12162,Connecticut,Fall 2021,Norwalk Community College,MAT  D272,Linear Algebra,Undergraduate,C,MATH  1XXX,Mathematics Elective,1.0
12163,Connecticut,Fall 2021,Norwalk Community College,MAT  D285,Differential Equations,Undergraduate,C,MATH  2X52,Transfer Differential Equation,3.0
12164,Connecticut,Fall 2021,Norwalk Community College,MU  D108,Fundamentals of Music Theory,Undergraduate,C,MUSI  2600,Music Theory I,2.0
12165,Connecticut,Fall 2021,Norwalk Community College,MU  D108,Fundamentals of Music Theory,Undergraduate,C,HUM  1XXX,Humanities Elective,1.0
12166,Connecticut,Fall 2021,Norwalk Community College,MUS  D115,Music Theory I,Undergraduate,C,MUSI  2600,Music Theory I,2.0
12167,Connecticut,Fall 2021,Norwalk Community College,MUS  D115,Music Theory I,Undergraduate,C,HUM  1XXX,Humanities Elective,1.0
12168,Connecticut,Fall 2021,Norwalk Community College,PHL  D101,Introduction to Philosophy,Undergraduate,C,PHIL  2010,Intro Philosophy,3.0
12169,Connecticut,Fall 2021,Norwalk Community College,PHL  D124,Engineering Ethics,Undergraduate,C,PHIL  3109,Engineering Ethics,3.0
12170,Connecticut,Fall 2021,Norwalk Community College,PHY  221,Calculus-Based Physics I,Undergraduate,C,PHYS  2211,Intro Physics I,4.0
12171,Connecticut,Fall 2021,Norwalk Community College,PHY  222,Calculus-Based Physics II,Undergraduate,C,PHYS  2212,Intro Physics II,4.0
12172,Connecticut,Fall 2021,Norwalk Community College,PHY  D121,General Physics I,Undergraduate,C,PHYS  2XXX,Physics Elective,4.0
12173,Connecticut,Fall 2021,Norwalk Community College,PHY  D205,Physics - Scientists & Engrs I,Undergraduate,C,PHYS  2211,Intro Physics I,4.0
12174,Connecticut,Fall 2021,Norwalk Community College,PHY  D206,Physics Scientists & Engrs II,Undergraduate,C,PHYS  2212,Intro Physics II,4.0
12175,Connecticut,Fall 2021,Norwalk Community College,PHY  D221,Calculus-Based Physics I,Undergraduate,C,PHYS  2211,Intro Physics I,4.0
12176,Connecticut,Fall 2021,Norwalk Community College,PHY  D222,Calculus-Based Physics II,Undergraduate,C,PHYS  2212,Intro Physics II,4.0
12177,Connecticut,Fall 2021,Norwalk Community College,PL  D101,Introduction to Philosophy,Undergraduate,C,PHIL  2025,Philosophical Analysis,3.0
12178,Connecticut,Fall 2021,Norwalk Community College,PL  D207C,Philosopl Issues in Contp Life,Undergraduate,C,PHIL  3109,Engineering Ethics,3.0
12179,Connecticut,Fall 2021,Norwalk Community College,PSY  D111,General Psychology I,Undergraduate,C,PSYC  1101,General Psychology,3.0
12180,Connecticut,Fall 2021,Norwalk Community College,SPA  D111,Elementary Spanish I,Undergraduate,C,SPAN  1001,Elementary Spanish I,3.0
12181,Connecticut,Fall 2021,Norwalk Community College,SPA  D111,Elementary Spanish I,Undergraduate,C,FREE  1XXX,Free Elective,1.0
12182,Connecticut,Fall 2021,Norwalk Community College,SPA  D112,Elementary Spanish II,Undergraduate,C,SPAN  1002,Elementary Spanish II,3.0
12183,Connecticut,Fall 2021,Norwalk Community College,SPA  D112,Elementary Spanish II,Undergraduate,C,HUM  1XXX,Humanities Elective,1.0
12184,Connecticut,Fall 2021,Norwalk Community College,SPA  D201,Intermediate Spanish I,Undergraduate,C,SPAN  2001,Intermediate Spanish I,3.0
12185,Connecticut,Fall 2021,Norwalk Community College,SPA  D202,Intermediate Spanish II,Undergraduate,C,SPAN  2002,Intermediate Spanish II,3.0
12186,Connecticut,Fall 2021,Norwalk Community College,SPAN  D101,Elementary Spanish I,Undergraduate,C,SPAN  1001,Elementary Spanish I,3.0
12187,Connecticut,Fall 2021,Norwalk Community College,SPAN  D101,Elementary Spanish I,Undergraduate,C,FREE  1XXX,Free Elective,1.0
12188,Connecticut,Fall 2021,Norwalk Community College,SPAN  D102,Elementary Spanish II,Undergraduate,C,SPAN  1002,Elementary Spanish II,3.0
12189,Connecticut,Fall 2021,Norwalk Community College,SPAN  D102,Elementary Spanish II,Undergraduate,C,HUM  1XXX,Humanities Elective,1.0
12190,Connecticut,Fall 2021,Norwalk Community College,SPAN  D201,Intermediate Spanish I,Undergraduate,C,SPAN  2001,Intermediate Spanish I,3.0
12191,Connecticut,Fall 2021,Norwalk Community College,SPAN  D202,Intermediate Spanish II,Undergraduate,C,SPAN  2002,Intermediate Spanish II,3.0
12192,Connecticut,Fall 2021,Post University,ART  121,Ceramics I: Handbuilding,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
12193,Connecticut,Fall 2021,Post University,ENG  101,English Composition,Undergraduate,C,ENGL  1101,English Composition I,3.0
12194,Connecticut,Fall 2021,Post University,MAT  120,College Algebra,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12195,Connecticut,Fall 2021,Post University,MAT  271,Multivariable Calculus I,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
12196,Connecticut,Fall 2021,Post University,MGT  105,Principles of Management,Undergraduate,C,MGT  3150,Prin of Management,3.0
12197,Connecticut,Fall 2021,Post University,MGT  201,Human Resource Management,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
12198,Connecticut,Fall 2021,Post University,MKT  101,Principles of Marketing,Undergraduate,C,MGT  3300,Marketing Management I,3.0
12199,Connecticut,Fall 2021,Post University,ORI  101,First Year Experience,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12200,Connecticut,Fall 2021,Post University,ORI  102,First Yr Experience Colloquium,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
12201,Connecticut,Fall 2021,Post University,PED  160,Martial Arts,Undergraduate,C,HPS  1XXX,Health&Perform Sci Elect,1.0
12202,Connecticut,Fall 2021,Post University,PSY  101,Introduction to Psychology I,Undergraduate,C,PSYC  1101,General Psychology,3.0
12203,Connecticut,Fall 2021,Post University,SOC  101,Principles of Sociology,Undergraduate,C,SOC  1101,Intro to Sociology,3.0
12204,Connecticut,Fall 2021,Quinebaug Valley Cmty College,MAT*  L186,Precalculus,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
12205,Connecticut,Fall 2021,Quinebaug Valley Cmty College,MAT*  L256,Calculus II,Undergraduate,C,MATH  1552,Integral Calculus,4.0
12206,Connecticut,Fall 2021,Sacred Heart University,AC  221,Financial Accounting & Reportg,Undergraduate,C,ACCT  2101,Accounting I,3.0
12207,Connecticut,Fall 2021,Sacred Heart University,AC  222,Managerial Accounting & Contrl,Undergraduate,C,ACCT  2102,Accounting II,3.0
12208,Connecticut,Fall 2021,Sacred Heart University,BI  103,The Human Body,Undergraduate,C,BIOL  1XXX,Biology (Non-Lab Sci) Elective,3.0
12209,Connecticut,Fall 2021,Sacred Heart University,CA  101,Effective Communication,Undergraduate,C,FREE  1XXX,Free Elective,3.0
12210,Connecticut,Fall 2021,Sacred Heart University,CS  101,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
12211,Connecticut,Fall 2021,Sacred Heart University,CS  102,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
12212,Connecticut,Fall 2021,Sacred Heart University,CS  111,Intro Structured Programming,Undergraduate,C,CS  1301,Intro to Computing,3.0
12213,Connecticut,Fall 2021,Sacred Heart University,CS  112,Data Structures,Undergraduate,C,CS  1XXX,Computer Sci Elective,3.0
12214,Connecticut,Fall 2021,Sacred Heart University,CS  113,Discrete Structures,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
