,Unnamed: 0,state_entry,term,school_name,t_class,t_title,t_level,t_mingrade,gt_class,gt_title,gt_ch
66810,66810,Puerto Rico,Fall 2021,Univ Puerto Rico Bayamon,0,0,0,0,0,0,0
66855,66855,Puerto Rico,Fall 2021,Univ Puerto Rico Mayaguez,0,0,0,0,0,0,0
66933,66933,Puerto Rico,Fall 2021,Univ of Puerto Rico-Rio Piedra,0,0,0,0,0,0,0
66957,66957,Puerto Rico,Fall 2021,Universidad De Puerto Rico*,0,0,0,0,0,0,0
66970,66970,Rhode Island,Fall 2021,Brown University,0,0,0,0,0,0,0
67067,67067,Rhode Island,Fall 2021,Bryant University,0,0,0,0,0,0,0
67079,67079,Rhode Island,Fall 2021,Community C Rhode Island,0,0,0,0,0,0,0
67152,67152,Rhode Island,Fall 2021,Providence College,0,0,0,0,0,0,0
67192,67192,Rhode Island,Fall 2021,Rhode Island College,0,0,0,0,0,0,0
67277,67277,Rhode Island,Fall 2021,Univ Rhode Island,0,0,0,0,0,0,0
67340,67340,South Carolina,Fall 2021,Aiken Technical College,0,0,0,0,0,0,0
67366,67366,South Carolina,Fall 2021,Anderson University,0,0,0,0,0,0,0
67415,67415,South Carolina,Fall 2021,Charleston Southern University,0,0,0,0,0,0,0
67456,67456,South Carolina,Fall 2021,Citadel The,0,0,0,0,0,0,0
67567,67567,South Carolina,Fall 2021,Claflin University,0,0,0,0,0,0,0
67678,67678,South Carolina,Fall 2021,Clemson University,0,0,0,0,0,0,0
68325,68325,South Carolina,Fall 2021,Coastal Carolina University,0,0,0,0,0,0,0
68375,68375,South Carolina,Fall 2021,Coll Charleston,0,0,0,0,0,0,0
68467,68467,South Carolina,Fall 2021,Francis Marion University,0,0,0,0,0,0,0
68497,68497,South Carolina,Fall 2021,Furman University,0,0,0,0,0,0,0
68660,68660,South Carolina,Fall 2021,Greenville Tech College,0,0,0,0,0,0,0
68721,68721,South Carolina,Fall 2021,Horry-Georgtown Tech College,0,0,0,0,0,0,0
68746,68746,South Carolina,Fall 2021,Lander University,0,0,0,0,0,0,0
68769,68769,South Carolina,Fall 2021,Midlands Tech College,0,0,0,0,0,0,0
68865,68865,South Carolina,Fall 2021,Piedmont Tech College Sc,0,0,0,0,0,0,0
68885,68885,South Carolina,Fall 2021,Presbyterian College,0,0,0,0,0,0,0
69009,69009,South Carolina,Fall 2021,Sc State University,0,0,0,0,0,0,0
69152,69152,South Carolina,Fall 2021,Trident Tech College North,0,0,0,0,0,0,0
69240,69240,South Carolina,Fall 2021,Univ South Carolina Aiken,0,0,0,0,0,0,0
69403,69403,South Carolina,Fall 2021,Univ South Carolina Beaufort,0,0,0,0,0,0,0
69506,69506,South Carolina,Fall 2021,Univ South Carolina Columbia*,0,0,0,0,0,0,0
69770,69770,South Carolina,Fall 2021,Univ South Carolina Sumter,0,0,0,0,0,0,0
69831,69831,South Carolina,Fall 2021,Univ South Carolina Upstate,0,0,0,0,0,0,0
69938,69938,South Carolina,Fall 2021,Winthrop University,0,0,0,0,0,0,0
69962,69962,South Carolina,Fall 2021,Wofford College,0,0,0,0,0,0,0
70074,70074,South Dakota,Fall 2021,Univ South Dakota Vermillion*,0,0,0,0,0,0,0
70122,70122,Tennessee,Fall 2021,Austin Peay State University,0,0,0,0,0,0,0
70214,70214,Tennessee,Fall 2021,Bethel University,0,0,0,0,0,0,0
70263,70263,Tennessee,Fall 2021,Chattanooga State Tech Cmty Cl,0,0,0,0,0,0,0
70462,70462,Tennessee,Fall 2021,Columbia State Comm College,0,0,0,0,0,0,0
70502,70502,Tennessee,Fall 2021,East Tennessee State Univ,0,0,0,0,0,0,0
70607,70607,Tennessee,Fall 2021,Freed-Hardeman University,0,0,0,0,0,0,0
70672,70672,Tennessee,Fall 2021,Jackson State Cmty Coll,0,0,0,0,0,0,0
70680,70680,Tennessee,Fall 2021,King College,0,0,0,0,0,0,0
70704,70704,Tennessee,Fall 2021,Lee University,0,0,0,0,0,0,0
70798,70798,Tennessee,Fall 2021,Lipscomb University,0,0,0,0,0,0,0
70821,70821,Tennessee,Fall 2021,Maryville College,0,0,0,0,0,0,0
70945,70945,Tennessee,Fall 2021,Middle Tennessee State Univ,0,0,0,0,0,0,0
71058,71058,Tennessee,Fall 2021,Nashville State Community Coll,0,0,0,0,0,0,0
71110,71110,Tennessee,Fall 2021,Northeast State Community Colg,0,0,0,0,0,0,0
71125,71125,Tennessee,Fall 2021,Pellissippi St Tech Cmty Coll,0,0,0,0,0,0,0
71227,71227,Tennessee,Fall 2021,Rhodes College,0,0,0,0,0,0,0
71279,71279,Tennessee,Fall 2021,Roane State Cmty College,0,0,0,0,0,0,0
71327,71327,Tennessee,Fall 2021,Southern Adventist University,0,0,0,0,0,0,0
71574,71574,Tennessee,Fall 2021,Tennessee State University,0,0,0,0,0,0,0
71649,71649,Tennessee,Fall 2021,Tennessee Tech University,0,0,0,0,0,0,0
71762,71762,Tennessee,Fall 2021,Tennessee Temple University*,0,0,0,0,0,0,0
71768,71768,Tennessee,Fall 2021,Tusculum College,0,0,0,0,0,0,0
71798,71798,Tennessee,Fall 2021,Union University,0,0,0,0,0,0,0
71842,71842,Tennessee,Fall 2021,Univ Tennessee Chattanooga,0,0,0,0,0,0,0
72004,72004,Tennessee,Fall 2021,Univ Tennessee Knoxville,0,0,0,0,0,0,0
72215,72215,Tennessee,Fall 2021,Univ Tennessee Martin,0,0,0,0,0,0,0
72331,72331,Tennessee,Fall 2021,University Of Memphis,0,0,0,0,0,0,0
72396,72396,Tennessee,Fall 2021,University of the South,0,0,0,0,0,0,0
72594,72594,Tennessee,Fall 2021,Vanderbilt University,0,0,0,0,0,0,0
72648,72648,Tennessee,Fall 2021,Volunteer State Cmty College,0,0,0,0,0,0,0
72702,72702,Tennessee,Fall 2021,Walters State Cmnty College,0,0,0,0,0,0,0
72751,72751,Texas,Fall 2021,Abilene Chrstn Univ Abilene,0,0,0,0,0,0,0
72779,72779,Texas,Fall 2021,Alvin Community College,0,0,0,0,0,0,0
72809,72809,Texas,Fall 2021,Ambassador College*,0,0,0,0,0,0,0
72857,72857,Texas,Fall 2021,Angelo State University,0,0,0,0,0,0,0
72931,72931,Texas,Fall 2021,Austin Cmty College Tx,0,0,0,0,0,0,0
72966,72966,Texas,Fall 2021,Baylor University,0,0,0,0,0,0,0
73054,73054,Texas,Fall 2021,Blinn College,0,0,0,0,0,0,0
73081,73081,Texas,Fall 2021,Brookhaven College,0,0,0,0,0,0,0
73236,73236,Texas,Fall 2021,Collin Co Cmty College,0,0,0,0,0,0,0
73274,73274,Texas,Fall 2021,Dallas Baptist University,0,0,0,0,0,0,0
73299,73299,Texas,Fall 2021,Dallas County Community Coll,0,0,0,0,0,0,0
73302,73302,Texas,Fall 2021,Del Mar College,0,0,0,0,0,0,0
73326,73326,Texas,Fall 2021,Eastfield College,0,0,0,0,0,0,0
73365,73365,Texas,Fall 2021,El Centro College,0,0,0,0,0,0,0
73429,73429,Texas,Fall 2021,El Paso Cmty College Tx,0,0,0,0,0,0,0
73474,73474,Texas,Fall 2021,Houston Cmty College,0,0,0,0,0,0,0
73588,73588,Texas,Fall 2021,Huston Tillotson College,0,0,0,0,0,0,0
73619,73619,Texas,Fall 2021,Kilgore College,0,0,0,0,0,0,0
73649,73649,Texas,Fall 2021,Lamar University Beaumont,0,0,0,0,0,0,0
73665,73665,Texas,Fall 2021,Laredo Cmty College,0,0,0,0,0,0,0
73697,73697,Texas,Fall 2021,Lee College Tx,0,0,0,0,0,0,0
73737,73737,Texas,Fall 2021,Letourneau University,0,0,0,0,0,0,0
73761,73761,Texas,Fall 2021,Lone Star College,0,0,0,0,0,0,0
73855,73855,Texas,Fall 2021,Midland College,0,0,0,0,0,0,0
73881,73881,Texas,Fall 2021,Mountain View College,0,0,0,0,0,0,0
73889,73889,Texas,Fall 2021,Navarro College,0,0,0,0,0,0,0
73893,73893,Texas,Fall 2021,North Central Texas College,0,0,0,0,0,0,0
73938,73938,Texas,Fall 2021,North Lake College,0,0,0,0,0,0,0
74022,74022,Texas,Fall 2021,Northwst Vista College,0,0,0,0,0,0,0
74062,74062,Texas,Fall 2021,Rice University,0,0,0,0,0,0,0
74139,74139,Texas,Fall 2021,Richland College,0,0,0,0,0,0,0
74204,74204,Texas,Fall 2021,Saint Marys University,0,0,0,0,0,0,0
74218,74218,Texas,Fall 2021,Sam Houston State University,0,0,0,0,0,0,0
74256,74256,Texas,Fall 2021,San Antonio College,0,0,0,0,0,0,0
74280,74280,Texas,Fall 2021,San Jacinto College,0,0,0,0,0,0,0
74340,74340,Texas,Fall 2021,San Jacinto College North,0,0,0,0,0,0,0
74388,74388,Texas,Fall 2021,San Jacinto College South,0,0,0,0,0,0,0
74444,74444,Texas,Fall 2021,Schreiner University,0,0,0,0,0,0,0
74454,74454,Texas,Fall 2021,South Plains College,0,0,0,0,0,0,0
74491,74491,Texas,Fall 2021,South Texas College,0,0,0,0,0,0,0
74517,74517,Texas,Fall 2021,Southrn Methodist University,0,0,0,0,0,0,0
74608,74608,Texas,Fall 2021,Southwestern University,0,0,0,0,0,0,0
74652,74652,Texas,Fall 2021,St Edwards University,0,0,0,0,0,0,0
74714,74714,Texas,Fall 2021,Tarrant Co Colg South Campus,0,0,0,0,0,0,0
74740,74740,Texas,Fall 2021,Tarrant County College Dist,0,0,0,0,0,0,0
74760,74760,Texas,Fall 2021,Temple College*,0,0,0,0,0,0,0
74804,74804,Texas,Fall 2021,Texas A&M Univ College Sta*,0,0,0,0,0,0,0
74890,74890,Texas,Fall 2021,Texas A&M Univ Commerce,0,0,0,0,0,0,0
74927,74927,Texas,Fall 2021,Texas A&M Univ Corpus Christi,0,0,0,0,0,0,0
74936,74936,Texas,Fall 2021,Texas A&M Univ Galveston,0,0,0,0,0,0,0
74940,74940,Texas,Fall 2021,Texas A&M Univ Kingsville,0,0,0,0,0,0,0
74990,74990,Texas,Fall 2021,Texas Christian University,0,0,0,0,0,0,0
75027,75027,Texas,Fall 2021,Texas Tech University,0,0,0,0,0,0,0
75151,75151,Texas,Fall 2021,Tyler Junior College,0,0,0,0,0,0,0
75164,75164,Texas,Fall 2021,Univ Houston Clear Lake,0,0,0,0,0,0,0
75206,75206,Texas,Fall 2021,Univ Houston Downtown Campus,0,0,0,0,0,0,0
75230,75230,Texas,Fall 2021,Univ Houston Main Campus*,0,0,0,0,0,0,0
75338,75338,Texas,Fall 2021,Univ Mary Hardin-Baylor,0,0,0,0,0,0,0
75355,75355,Texas,Fall 2021,Univ North Texas,0,0,0,0,0,0,0
75463,75463,Texas,Fall 2021,Univ Of Texas At Tyler*,0,0,0,0,0,0,0
75485,75485,Texas,Fall 2021,Univ Texas Arlington,0,0,0,0,0,0,0
75589,75589,Texas,Fall 2021,Univ Texas Austin*,0,0,0,0,0,0,0
75801,75801,Texas,Fall 2021,Univ Texas Permian Basin,0,0,0,0,0,0,0
75812,75812,Texas,Fall 2021,Univ Texas San Antonio,0,0,0,0,0,0,0
75880,75880,Texas,Fall 2021,University Of Texas At Dallas,0,0,0,0,0,0,0
75940,75940,Texas,Fall 2021,University Of Texas El Paso,0,0,0,0,0,0,0
76017,76017,Texas,Fall 2021,West Texas A&M University,0,0,0,0,0,0,0
76030,76030,Texas,Fall 2021,Wharton County Junior College,0,0,0,0,0,0,0
76057,76057,Utah,Fall 2021,Brigham Young University,0,0,0,0,0,0,0
76209,76209,Utah,Fall 2021,Dixie State University,0,0,0,0,0,0,0
76290,76290,Utah,Fall 2021,Snow College,0,0,0,0,0,0,0
76320,76320,Utah,Fall 2021,Southern Utah University,0,0,0,0,0,0,0
76377,76377,Utah,Fall 2021,Univ Utah,0,0,0,0,0,0,0
76471,76471,Utah,Fall 2021,Utah State University,0,0,0,0,0,0,0
76539,76539,Utah,Fall 2021,Utah Valley University,0,0,0,0,0,0,0
76570,76570,Utah,Fall 2021,Weber State University,0,0,0,0,0,0,0
76698,76698,Vermont,Fall 2021,Univ Vermont,0,0,0,0,0,0,0
76747,76747,"Virgin Islands, U.S.",Fall 2021,Univ Virgin Islands,0,0,0,0,0,0,0
76792,76792,Virginia,Fall 2021,Blue Ridge Community College,0,0,0,0,0,0,0
76809,76809,Virginia,Fall 2021,Central Virginia Community Col,0,0,0,0,0,0,0
76868,76868,Virginia,Fall 2021,Christopher Newport University,0,0,0,0,0,0,0
76913,76913,Virginia,Fall 2021,Coll William And Mary,0,0,0,0,0,0,0
76955,76955,Virginia,Fall 2021,Danville Community College,0,0,0,0,0,0,0
76964,76964,Virginia,Fall 2021,Eastern Mennonite University,0,0,0,0,0,0,0
76992,76992,Virginia,Fall 2021,Emory & Henry College,0,0,0,0,0,0,0
77029,77029,Virginia,Fall 2021,George Mason University,0,0,0,0,0,0,0
77132,77132,Virginia,Fall 2021,Germanna Cmty College,0,0,0,0,0,0,0
77247,77247,Virginia,Fall 2021,Hollins University,0,0,0,0,0,0,0
77268,77268,Virginia,Fall 2021,James Madison University,0,0,0,0,0,0,0
77325,77325,Virginia,Fall 2021,John Tyler Cmty College,0,0,0,0,0,0,0
77371,77371,Virginia,Fall 2021,Liberty University,0,0,0,0,0,0,0
77445,77445,Virginia,Fall 2021,Longwood University,0,0,0,0,0,0,0
77486,77486,Virginia,Fall 2021,Lord Fairfax Cmty College,0,0,0,0,0,0,0
77520,77520,Virginia,Fall 2021,Mary Baldwin University,0,0,0,0,0,0,0
77552,77552,Virginia,Fall 2021,New River Cmty College,0,0,0,0,0,0,0
77611,77611,Virginia,Fall 2021,Northern Virginia Comm Colg,0,0,0,0,0,0,0
77635,77635,Virginia,Fall 2021,Northrn Virginia Cc Alexandria,0,0,0,0,0,0,0
77666,77666,Virginia,Fall 2021,Northrn Virginia Cc Annandale*,0,0,0,0,0,0,0
77933,77933,Virginia,Fall 2021,Northrn Virginia Cc Manassas,0,0,0,0,0,0,0
77952,77952,Virginia,Fall 2021,Northrn Virginia Cc Woodbridge,0,0,0,0,0,0,0
77967,77967,Virginia,Fall 2021,Old Dominion University,0,0,0,0,0,0,0
78043,78043,Virginia,Fall 2021,Patrick Henry Cmnty College,0,0,0,0,0,0,0
78077,78077,Virginia,Fall 2021,Piedmont Virginia Cmty College,0,0,0,0,0,0,0
78128,78128,Virginia,Fall 2021,Radford University,0,0,0,0,0,0,0
78166,78166,Virginia,Fall 2021,Reynolds Community College,0,0,0,0,0,0,0
78255,78255,Virginia,Fall 2021,Richard Bland College,0,0,0,0,0,0,0
78379,78379,Virginia,Fall 2021,Thomas Nelson Cmnty College,0,0,0,0,0,0,0
78470,78470,Virginia,Fall 2021,Tidewater Cmty Coll Va Beach*,0,0,0,0,0,0,0
78553,78553,Virginia,Fall 2021,Tidewater Comm Coll-Norfolk,0,0,0,0,0,0,0
78563,78563,Virginia,Fall 2021,Tidewater Community College,0,0,0,0,0,0,0
78583,78583,Virginia,Fall 2021,Univ Virginia,0,0,0,0,0,0,0
78734,78734,Virginia,Fall 2021,University Of Mary Washington,0,0,0,0,0,0,0
78755,78755,Virginia,Fall 2021,Virginia Commonwealth Univ,0,0,0,0,0,0,0
78844,78844,Virginia,Fall 2021,Virginia Military Institute,0,0,0,0,0,0,0
78880,78880,Virginia,Fall 2021,Virginia Polytech Inst St U,0,0,0,0,0,0,0
79206,79206,Virginia,Fall 2021,Virginia Western Cmnty College,0,0,0,0,0,0,0
79265,79265,Virginia,Fall 2021,Washington and Lee University,0,0,0,0,0,0,0
79350,79350,Virginia,Fall 2021,Wytheville Community College,0,0,0,0,0,0,0
79399,79399,Washington,Fall 2021,Bellevue College,0,0,0,0,0,0,0
79456,79456,Washington,Fall 2021,Cascadia College,0,0,0,0,0,0,0
79498,79498,Washington,Fall 2021,Centrl Washington University,0,0,0,0,0,0,0
79515,79515,Washington,Fall 2021,Clark College Wa,0,0,0,0,0,0,0
79603,79603,Washington,Fall 2021,Columbia Basin College,0,0,0,0,0,0,0
79729,79729,Washington,Fall 2021,Edmonds Community College,0,0,0,0,0,0,0
79815,79815,Washington,Fall 2021,Everett Community College,0,0,0,0,0,0,0
79890,79890,Washington,Fall 2021,Gonzaga University,0,0,0,0,0,0,0
79938,79938,Washington,Fall 2021,Green River Cmty College,0,0,0,0,0,0,0
80127,80127,Washington,Fall 2021,Highline College,0,0,0,0,0,0,0
80200,80200,Washington,Fall 2021,North Seattle Cmty College,0,0,0,0,0,0,0
80392,80392,Washington,Fall 2021,Olympic College,0,0,0,0,0,0,0
80420,80420,Washington,Fall 2021,Pacific Lutheran University,0,0,0,0,0,0,0
80445,80445,Washington,Fall 2021,Peninsula College,0,0,0,0,0,0,0
80468,80468,Washington,Fall 2021,Pierce College,0,0,0,0,0,0,0
80574,80574,Washington,Fall 2021,Seattle Central College,0,0,0,0,0,0,0
80723,80723,Washington,Fall 2021,Seattle Pacific University,0,0,0,0,0,0,0
80732,80732,Washington,Fall 2021,Seattle University,0,0,0,0,0,0,0
80746,80746,Washington,Fall 2021,Shoreline Cmty College,0,0,0,0,0,0,0
80883,80883,Washington,Fall 2021,Skagit Valley College,0,0,0,0,0,0,0
80907,80907,Washington,Fall 2021,South Puget Sound Cmty College,0,0,0,0,0,0,0
80932,80932,Washington,Fall 2021,South Seattle Cmty College,0,0,0,0,0,0,0
81049,81049,Washington,Fall 2021,Spokane Falls Cmty College,0,0,0,0,0,0,0
81101,81101,Washington,Fall 2021,Tacoma Cmty College,0,0,0,0,0,0,0
81186,81186,Washington,Fall 2021,Univ Washington Bothell,0,0,0,0,0,0,0
81207,81207,Washington,Fall 2021,University Of Washington,0,0,0,0,0,0,0
81299,81299,Washington,Fall 2021,Walla Walla Cmty College,0,0,0,0,0,0,0
81326,81326,Washington,Fall 2021,Walla Walla University,0,0,0,0,0,0,0
81347,81347,Washington,Fall 2021,Washington State Univ,0,0,0,0,0,0,0
81403,81403,Washington,Fall 2021,Wenatchee Valley College*,0,0,0,0,0,0,0
81484,81484,Washington,Fall 2021,Whatcom Cmty College,0,0,0,0,0,0,0
81524,81524,Washington,Fall 2021,Yakima Valley Community Coll*,0,0,0,0,0,0,0
81550,81550,West Virginia,Fall 2021,Davis & Elkins College,0,0,0,0,0,0,0
81623,81623,West Virginia,Fall 2021,Shepherd University,0,0,0,0,0,0,0
81678,81678,West Virginia,Fall 2021,West Virginia Univ Inst Tech,0,0,0,0,0,0,0
81753,81753,West Virginia,Fall 2021,West Virginia Univ Morgantown,0,0,0,0,0,0,0
81819,81819,Wisconsin,Fall 2021,Beloit College,0,0,0,0,0,0,0
81835,81835,Wisconsin,Fall 2021,Carroll University,0,0,0,0,0,0,0
81842,81842,Wisconsin,Fall 2021,Immanuel Lutheran College,0,0,0,0,0,0,0
81851,81851,Wisconsin,Fall 2021,Lakeland University,0,0,0,0,0,0,0
81907,81907,Wisconsin,Fall 2021,Madison Area Tech College,0,0,0,0,0,0,0
81934,81934,Wisconsin,Fall 2021,Marquette University,0,0,0,0,0,0,0
81986,81986,Wisconsin,Fall 2021,Milwaukee Area Technical Colg,0,0,0,0,0,0,0
82011,82011,Wisconsin,Fall 2021,Milwaukee School Engineering,0,0,0,0,0,0,0
82013,82013,Wisconsin,Fall 2021,St Norbert College,0,0,0,0,0,0,0
82016,82016,Wisconsin,Fall 2021,Univ Of Wisconsin Marathon Ctr,0,0,0,0,0,0,0
82039,82039,Wisconsin,Fall 2021,Univ Wisc Eau Claire,0,0,0,0,0,0,0
82047,82047,Wisconsin,Fall 2021,Univ Wisc Fox Valley,0,0,0,0,0,0,0
82074,82074,Wisconsin,Fall 2021,Univ Wisc Madison*,0,0,0,0,0,0,0
82177,82177,Wisconsin,Fall 2021,Univ Wisc Milwaukee,0,0,0,0,0,0,0
82267,82267,Wisconsin,Fall 2021,Univ Wisc Oshkosh,0,0,0,0,0,0,0
82353,82353,Wisconsin,Fall 2021,Univ Wisc Platteville,0,0,0,0,0,0,0
82372,82372,Wisconsin,Fall 2021,Univ Wisc Richland Center,0,0,0,0,0,0,0
82393,82393,Wisconsin,Fall 2021,Univ Wisc River Falls,0,0,0,0,0,0,0
82413,82413,Wisconsin,Fall 2021,Univ Wisc Stevens Point,0,0,0,0,0,0,0
82464,82464,Wisconsin,Fall 2021,Univ Wisc Stout/Menomonie,0,0,0,0,0,0,0
82487,82487,Wisconsin,Fall 2021,Univ Wisc Superior,0,0,0,0,0,0,0
82511,82511,Wisconsin,Fall 2021,Univ Wisc Waukesha,0,0,0,0,0,0,0
82524,82524,Wisconsin,Fall 2021,Univ Wisc Whitewater,0,0,0,0,0,0,0
82573,82573,Wisconsin,Fall 2021,University Wisconsin Colleges,0,0,0,0,0,0,0
82581,82581,Wisconsin,Fall 2021,University Wisconsin Green Bay,0,0,0,0,0,0,0
82589,82589,Wyoming,Fall 2021,Casper College,0,0,0,0,0,0,0
82619,82619,Wyoming,Fall 2021,Northwst College Wy,0,0,0,0,0,0,0
82696,82696,Wyoming,Fall 2021,Westrn Wyoming Cmty College,0,0,0,0,0,0,0
